6.4	0.005	0.072	0.0023
15.7	0.012	0.044	0.0012
25.6	0.019	0.034	0.00055
35.7	0.027	0.028	0.00037
45.9	0.035	0.024	0.00046
56.0	0.042	0.021	0.00033
66.1	0.050	0.018	0.00031
76.3	0.058	0.016	0.00028
86.4	0.066	0.014	0.00023
96.6	0.073	0.012	0.00025
106.7	0.081	0.011	0.00019
116.9	0.089	0.0092	0.0002
127.0	0.096	0.0081	0.00018
137.2	0.104	0.0072	0.00014
147.3	0.112	0.0065	0.00015
157.5	0.119	0.006	0.00015
167.6	0.127	0.0056	0.00013
177.8	0.135	0.0054	0.00015
188.0	0.142	0.0051	0.00012
198.1	0.150	0.0049	0.0001
208.3	0.158	0.0046	0.00011
223.6	0.169	0.0041	8.8e-05
243.9	0.185	0.0036	8.7e-05
264.2	0.200	0.0032	7.1e-05
284.5	0.216	0.0029	7.3e-05
304.8	0.231	0.0026	5.8e-05
325.1	0.246	0.0023	5.7e-05
345.5	0.262	0.0021	5e-05
365.8	0.277	0.0019	4e-05
386.1	0.293	0.0017	3.9e-05
406.4	0.308	0.0016	3.2e-05
431.9	0.327	0.0014	3.4e-05
462.3	0.350	0.0012	2.3e-05
492.8	0.374	0.0011	2.5e-05
523.3	0.397	0.001	2.2e-05
553.7	0.420	0.0009	2.1e-05
584.2	0.443	0.0008	1.8e-05
614.7	0.466	0.0007	1.9e-05
650.3	0.493	0.00061	1.4e-05
690.9	0.524	0.00054	1.4e-05
731.5	0.555	0.00048	1.3e-05
772.2	0.585	0.00043	1.1e-05
812.8	0.616	0.00038	1.1e-05
858.6	0.651	0.00033	9.3e-06
909.3	0.689	0.00029	8.7e-06
960.1	0.728	0.00026	8.2e-06
1010.9	0.766	0.00023	7.1e-06
1066.8	0.809	0.0002	6.5e-06
1127.8	0.855	0.00018	8.3e-06
1188.7	0.901	0.00016	5.6e-06
1249.6	0.947	0.00014	5.6e-06
1315.7	0.997	0.00012	6e-06
1386.8	1.051	0.00011	4.8e-06
1457.9	1.105	9.5e-05	4.5e-06
1534.1	1.163	8.6e-05	4.3e-06
1615.4	1.225	7.7e-05	4e-06
1722.4	1.306	6.7e-05	3.8e-06
