3.9	0.006	0.026	0.0015
9.4	0.014	0.015	0.00075
15.5	0.023	0.011	0.00041
21.6	0.031	0.0082	0.00019
27.7	0.040	0.0066	0.00014
33.8	0.049	0.0056	0.00018
39.9	0.058	0.005	0.00018
46.0	0.067	0.0046	0.00015
52.1	0.076	0.0043	0.00011
58.3	0.085	0.004	0.00011
64.4	0.094	0.0037	0.0001
70.5	0.103	0.0034	8.6e-05
76.6	0.112	0.0031	8.2e-05
82.8	0.121	0.0027	9.1e-05
88.9	0.130	0.0025	9e-05
95.0	0.139	0.0023	7.4e-05
101.2	0.148	0.0022	6.1e-05
107.3	0.157	0.002	6.9e-05
113.4	0.166	0.002	7.7e-05
119.5	0.174	0.0019	7.2e-05
125.7	0.183	0.0018	5.9e-05
134.9	0.197	0.0017	4.7e-05
147.2	0.215	0.0015	3.8e-05
159.4	0.233	0.0014	4e-05
171.7	0.251	0.0012	3.7e-05
183.9	0.268	0.0011	3e-05
196.2	0.286	0.001	3.4e-05
208.4	0.304	0.00087	3.5e-05
220.7	0.322	0.00077	2.9e-05
233.0	0.340	0.00071	2.3e-05
245.2	0.358	0.00071	2e-05
260.6	0.380	0.00071	2.1e-05
279.0	0.407	0.00067	1.9e-05
297.3	0.434	0.00059	1.5e-05
315.7	0.461	0.00051	1.4e-05
334.1	0.488	0.00045	1.4e-05
352.5	0.515	0.0004	1.4e-05
370.9	0.541	0.00036	1.1e-05
392.4	0.573	0.00031	9.7e-06
416.9	0.609	0.00027	8.9e-06
441.4	0.644	0.00023	8.9e-06
465.9	0.680	0.00021	7.8e-06
490.4	0.716	0.00019	7.9e-06
518.0	0.756	0.00018	8e-06
548.7	0.801	0.00016	6e-06
579.3	0.846	0.00015	5.6e-06
610.0	0.890	0.00014	5.9e-06
643.7	0.940	0.00012	5.6e-06
680.5	0.993	0.00011	5e-06
717.2	1.047	9.3e-05	4.3e-06
757.1	1.105	8.1e-05	3.7e-06
918.2	1.340	5.3e-05	2.6e-06
