5.9	0.005	0.033	0.0028
14.3	0.011	0.022	0.0012
23.5	0.018	0.017	0.00072
32.7	0.026	0.014	0.00042
42.0	0.033	0.013	0.00024
51.3	0.040	0.011	0.00022
60.6	0.047	0.01	0.00022
69.9	0.055	0.0095	0.0002
79.2	0.062	0.0087	0.00017
88.5	0.069	0.008	0.00016
97.8	0.076	0.0074	0.00015
107.1	0.084	0.0068	0.00014
116.4	0.091	0.0063	0.00013
125.7	0.098	0.0059	0.00011
135.0	0.105	0.0055	0.0001
144.3	0.113	0.0051	9.9e-05
153.6	0.120	0.0047	8.9e-05
162.9	0.127	0.0044	7.9e-05
172.2	0.135	0.0041	7.3e-05
181.5	0.142	0.0037	7.4e-05
190.8	0.149	0.0035	6.8e-05
204.8	0.160	0.0031	5.5e-05
223.4	0.175	0.0027	5.2e-05
242.0	0.189	0.0024	5.4e-05
260.7	0.204	0.0022	5.1e-05
279.3	0.218	0.0021	4.4e-05
297.9	0.233	0.0019	4.1e-05
316.5	0.247	0.0018	4e-05
335.1	0.262	0.0017	3.4e-05
353.7	0.276	0.0016	3e-05
372.3	0.291	0.0015	2.9e-05
395.6	0.309	0.0014	2.6e-05
423.5	0.331	0.0012	2.9e-05
451.4	0.353	0.0011	2.6e-05
479.4	0.375	0.001	2e-05
507.3	0.396	0.00096	2.4e-05
535.2	0.418	0.00088	2e-05
563.1	0.440	0.0008	1.6e-05
595.7	0.465	0.00071	1.6e-05
632.9	0.494	0.00063	1.2e-05
670.2	0.524	0.00057	1.3e-05
707.4	0.553	0.00052	1.2e-05
744.6	0.582	0.00047	1.3e-05
786.5	0.614	0.00042	1e-05
833.0	0.651	0.00037	7.7e-06
879.6	0.687	0.00034	8.1e-06
926.1	0.724	0.00031	7.5e-06
977.3	0.764	0.00028	6.3e-06
1033.2	0.807	0.00025	6.5e-06
1089.0	0.851	0.00023	6.3e-06
1144.8	0.894	0.00021	5.7e-06
1205.3	0.942	0.00019	6.1e-06
1270.5	0.993	0.00017	6.2e-06
1335.6	1.043	0.00015	6.1e-06
1405.4	1.098	0.00014	6.2e-06
1479.9	1.156	0.00013	6.4e-06
1559.0	1.218	0.00011	6.7e-06
1642.8	1.283	0.0001	6.3e-06
