5.9	0.006	0.057	0.0043
14.5	0.013	0.034	0.002
23.8	0.022	0.025	0.0011
33.1	0.031	0.02	0.00059
42.5	0.039	0.017	0.00039
51.9	0.048	0.014	0.00044
61.3	0.057	0.012	0.00044
70.7	0.066	0.011	0.00036
80.2	0.074	0.0093	0.0003
89.6	0.083	0.0082	0.00026
99.0	0.092	0.0073	0.00024
108.4	0.101	0.0066	0.00022
117.8	0.109	0.006	0.00018
127.2	0.118	0.0056	0.00017
136.7	0.127	0.0051	0.00017
146.1	0.136	0.0048	0.00017
155.5	0.144	0.0044	0.00015
164.9	0.153	0.0041	0.00014
174.3	0.162	0.0038	0.00014
183.7	0.171	0.0035	0.00013
193.2	0.179	0.0033	0.00012
207.4	0.192	0.003	0.00011
226.2	0.210	0.0026	9.2e-05
245.0	0.227	0.0023	9.5e-05
263.9	0.245	0.002	8e-05
282.7	0.262	0.0018	6.1e-05
301.6	0.280	0.0016	6.1e-05
320.4	0.297	0.0015	6.2e-05
339.2	0.315	0.0013	5.2e-05
358.1	0.332	0.0012	4.3e-05
376.9	0.350	0.0011	4.5e-05
400.5	0.372	0.00096	4.7e-05
428.8	0.398	0.00083	4.2e-05
457.0	0.424	0.00072	3.6e-05
485.3	0.450	0.00063	3.3e-05
513.6	0.477	0.00055	3.2e-05
541.8	0.503	0.00048	3e-05
570.1	0.529	0.00041	2.9e-05
603.1	0.560	0.00035	2.7e-05
640.8	0.595	0.0003	2.5e-05
678.5	0.630	0.00026	2.4e-05
720.9	0.669	0.00022	2.5e-05
782.4	0.726	0.00018	2.4e-05
843.4	0.783	0.00015	2.2e-05
