5.5	0.005	0.14	0.0049
13.6	0.012	0.11	0.0021
22.2	0.019	0.081	0.0009
31.0	0.027	0.052	0.001
39.8	0.034	0.033	0.001
48.5	0.042	0.024	0.00079
57.3	0.050	0.019	0.00082
66.1	0.057	0.015	0.00056
74.9	0.065	0.013	0.00055
83.7	0.072	0.011	0.0005
92.5	0.080	0.0094	0.00045
101.3	0.088	0.0081	0.0004
110.2	0.095	0.0072	0.00034
119.0	0.103	0.0067	0.00034
127.8	0.111	0.0065	0.00033
136.6	0.118	0.0062	0.0003
145.4	0.126	0.0058	0.00027
154.2	0.133	0.0053	0.00025
163.0	0.141	0.0048	0.00022
171.8	0.149	0.0042	0.0002
180.6	0.156	0.0037	0.00017
193.9	0.168	0.0032	0.00016
211.5	0.183	0.0028	0.00013
229.1	0.198	0.0025	0.00011
246.7	0.214	0.0023	0.00012
264.3	0.229	0.0021	0.0001
282.0	0.244	0.0019	8.6e-05
299.6	0.259	0.0018	7.8e-05
317.2	0.275	0.0017	7.8e-05
334.8	0.290	0.0016	6.6e-05
352.4	0.305	0.0015	6.2e-05
374.5	0.324	0.0013	5.4e-05
400.9	0.347	0.0011	5e-05
427.3	0.370	0.001	4.8e-05
453.7	0.393	0.00094	4.2e-05
480.2	0.416	0.00086	3.9e-05
506.6	0.438	0.00078	4.2e-05
533.0	0.461	0.00072	3.5e-05
563.9	0.488	0.00066	2.9e-05
599.1	0.519	0.00059	2.5e-05
634.4	0.549	0.00051	2.7e-05
669.6	0.580	0.00045	2.5e-05
704.8	0.610	0.00038	2.1e-05
744.5	0.644	0.00032	1.9e-05
788.5	0.683	0.00031	2e-05
832.6	0.721	0.0003	2e-05
876.6	0.759	0.00028	1.7e-05
925.1	0.801	0.00025	1.7e-05
978.0	0.847	0.00022	1.6e-05
1030.8	0.892	0.00018	1.4e-05
1083.6	0.938	0.00013	1.4e-05
1140.9	0.988	0.00012	1.6e-05
1202.6	1.041	0.00012	1.8e-05
1264.3	1.094	0.00012	1.7e-05
