4.5	0.005	0.11	0.018
11.0	0.012	0.052	0.0013
18.0	0.020	0.033	0.0027
25.0	0.028	0.023	0.00092
32.1	0.036	0.017	0.00091
39.2	0.044	0.012	0.00079
46.3	0.052	0.0098	0.00044
53.4	0.060	0.0081	0.00031
60.5	0.068	0.0071	0.00028
67.6	0.076	0.0064	0.00026
74.7	0.084	0.0058	0.00024
81.8	0.092	0.0052	0.00022
88.9	0.100	0.0047	0.00019
96.1	0.109	0.0043	0.0002
103.2	0.117	0.0039	0.0002
110.3	0.125	0.0036	0.00018
117.4	0.133	0.0034	0.00017
124.5	0.141	0.0033	0.00016
131.6	0.149	0.0032	0.00014
138.7	0.157	0.003	0.00013
145.8	0.165	0.0028	0.00011
156.6	0.177	0.0026	0.0001
170.8	0.193	0.0022	8.5e-05
185.0	0.209	0.0019	7.4e-05
199.2	0.225	0.0017	8e-05
213.4	0.241	0.0015	6.5e-05
227.7	0.257	0.0014	5.5e-05
241.9	0.273	0.0013	4.9e-05
256.1	0.289	0.0012	4.9e-05
270.3	0.305	0.0011	4e-05
284.6	0.321	0.001	3.9e-05
302.4	0.342	0.00092	3.3e-05
323.7	0.366	0.00082	3.1e-05
345.1	0.390	0.00074	3e-05
366.4	0.414	0.00066	2.6e-05
387.7	0.438	0.0006	2.5e-05
409.1	0.462	0.00054	2.7e-05
430.4	0.486	0.0005	2.2e-05
455.3	0.514	0.00045	1.8e-05
483.8	0.547	0.0004	1.6e-05
512.2	0.579	0.00036	1.8e-05
540.7	0.611	0.00033	1.5e-05
569.1	0.643	0.00029	1.5e-05
601.2	0.679	0.00026	1.3e-05
636.7	0.719	0.00023	1.3e-05
672.3	0.759	0.0002	1.4e-05
707.9	0.800	0.00018	1.1e-05
747.0	0.844	0.00016	1.1e-05
789.7	0.892	0.00013	1.1e-05
832.4	0.940	0.00012	9.9e-06
875.0	0.988	0.0001	9e-06
921.3	1.041	9e-05	1.1e-05
1014.7	1.146	7e-05	9.8e-06
1109.8	1.254	5.8e-05	8.1e-06
