3.6	0.004	0.023	0.0015
8.7	0.010	0.014	0.00073
14.3	0.016	0.011	0.00045
20.0	0.023	0.0091	0.00027
25.6	0.029	0.0079	0.00016
31.3	0.036	0.0071	0.00014
36.9	0.042	0.0064	0.00016
42.6	0.049	0.0058	0.00015
48.3	0.055	0.0053	0.00012
53.9	0.062	0.0049	0.0001
59.6	0.068	0.0046	1e-04
65.3	0.074	0.0042	9.3e-05
70.9	0.081	0.0039	9.1e-05
76.6	0.087	0.0037	9.7e-05
82.3	0.094	0.0034	9.7e-05
88.0	0.100	0.0032	8e-05
93.6	0.107	0.003	6.5e-05
99.3	0.113	0.0028	7.8e-05
105.0	0.120	0.0027	9.3e-05
110.6	0.126	0.0026	8.6e-05
116.3	0.133	0.0024	6.6e-05
124.9	0.142	0.0023	5.3e-05
136.2	0.155	0.0021	4.8e-05
147.6	0.168	0.002	4.7e-05
158.9	0.181	0.0018	4.6e-05
170.2	0.194	0.0017	3.6e-05
181.6	0.207	0.0016	4.3e-05
192.9	0.220	0.0015	4.7e-05
204.3	0.233	0.0013	3.3e-05
215.6	0.246	0.0012	2.8e-05
227.0	0.259	0.0012	2.5e-05
241.2	0.275	0.0011	2.5e-05
258.2	0.295	0.00096	2.2e-05
275.2	0.314	0.00088	1.8e-05
292.2	0.333	0.00081	1.6e-05
309.2	0.353	0.00075	1.7e-05
326.3	0.372	0.00069	1.7e-05
343.3	0.392	0.00064	1.3e-05
363.2	0.414	0.00058	1.2e-05
385.8	0.440	0.00051	9.9e-06
408.5	0.466	0.00046	1.1e-05
431.2	0.492	0.00042	8.9e-06
453.9	0.518	0.00038	8.9e-06
479.5	0.547	0.00034	9.1e-06
507.8	0.579	0.00031	6.9e-06
536.2	0.612	0.00027	6.1e-06
564.6	0.644	0.00024	6.9e-06
595.8	0.680	0.00022	6.2e-06
629.8	0.718	0.00019	6.6e-06
663.9	0.757	0.00017	7.7e-06
697.9	0.796	0.00015	8.1e-06
734.8	0.838	0.00014	7.6e-06
