4.5	0.005	0.013	0.0012
11.0	0.012	0.0083	0.00061
18.0	0.019	0.0064	0.00037
25.1	0.027	0.0054	0.00024
32.2	0.035	0.0047	0.00016
39.3	0.042	0.0042	0.00011
46.4	0.050	0.0038	8.6e-05
53.5	0.058	0.0035	8.1e-05
60.6	0.065	0.0033	7.9e-05
67.8	0.073	0.0031	7.4e-05
74.9	0.081	0.0029	6.6e-05
82.0	0.088	0.0027	6.3e-05
89.1	0.096	0.0026	6.1e-05
96.3	0.104	0.0025	5.6e-05
103.4	0.112	0.0024	5e-05
110.5	0.119	0.0022	4.8e-05
117.6	0.127	0.0021	4.5e-05
124.8	0.135	0.002	4.1e-05
131.9	0.142	0.0019	3.6e-05
139.0	0.150	0.0019	3.6e-05
146.2	0.158	0.0018	3.6e-05
156.9	0.169	0.0017	3.3e-05
171.2	0.185	0.0015	2.9e-05
185.4	0.200	0.0014	2.8e-05
199.7	0.215	0.0013	2.6e-05
213.9	0.231	0.0012	2.4e-05
228.2	0.246	0.0011	2.2e-05
242.4	0.262	0.001	2e-05
256.7	0.277	0.00097	1.7e-05
270.9	0.292	0.00091	1.7e-05
285.2	0.308	0.00086	1.7e-05
303.1	0.327	0.0008	1.6e-05
324.4	0.350	0.00072	1.7e-05
345.8	0.373	0.00065	1.5e-05
367.2	0.396	0.00059	1.2e-05
388.6	0.419	0.00054	1.4e-05
410.0	0.442	0.0005	1.2e-05
431.3	0.465	0.00047	1e-05
456.3	0.492	0.00044	9.9e-06
484.8	0.523	0.00041	8.7e-06
513.3	0.554	0.00039	8.2e-06
541.9	0.585	0.00038	8.2e-06
570.4	0.615	0.00036	1e-05
602.5	0.650	0.00034	8e-06
638.1	0.688	0.00031	6.1e-06
673.8	0.727	0.00029	6.4e-06
709.4	0.765	0.00027	5.7e-06
748.6	0.808	0.00024	4.9e-06
791.4	0.854	0.00022	5.4e-06
834.2	0.900	0.0002	5.2e-06
876.9	0.946	0.00018	4.7e-06
923.3	0.996	0.00016	4.6e-06
973.2	1.050	0.00015	4.9e-06
1023.1	1.104	0.00013	5.1e-06
1076.6	1.161	0.00012	5.1e-06
1133.6	1.223	0.0001	5.1e-06
1194.2	1.288	9.5e-05	5.2e-06
1269.2	1.369	8.4e-05	4.9e-06
