2.4	0.003	0.0041	0.00063
5.9	0.009	0.0041	0.00041
9.7	0.014	0.004	0.0003
13.5	0.020	0.004	0.00024
17.4	0.025	0.0039	0.00019
21.2	0.031	0.0039	0.00015
25.1	0.036	0.0038	0.00013
28.9	0.042	0.0037	0.00011
32.7	0.047	0.0036	0.00011
36.6	0.053	0.0036	0.00011
40.4	0.058	0.0035	9.9e-05
44.3	0.064	0.0034	8.9e-05
48.1	0.069	0.0033	8.2e-05
52.0	0.075	0.0032	7.7e-05
55.8	0.080	0.0032	7.2e-05
59.7	0.086	0.0031	6.8e-05
63.5	0.092	0.003	7.2e-05
67.4	0.097	0.0029	8e-05
71.2	0.103	0.0028	8.4e-05
75.1	0.108	0.0027	7.8e-05
78.9	0.114	0.0025	6.2e-05
84.7	0.122	0.0024	4.9e-05
92.4	0.133	0.0021	4.8e-05
100.1	0.144	0.0019	4.5e-05
107.8	0.155	0.0017	3.5e-05
115.5	0.166	0.0016	3.5e-05
123.2	0.178	0.0014	3.9e-05
130.9	0.189	0.0013	3.2e-05
138.6	0.200	0.0012	2.6e-05
146.3	0.211	0.0011	2.4e-05
154.0	0.222	0.001	2.4e-05
163.6	0.236	0.00095	2.4e-05
175.2	0.252	0.00086	2.3e-05
186.7	0.269	0.00078	2e-05
198.3	0.286	0.00071	1.6e-05
209.8	0.302	0.00064	1.5e-05
221.4	0.319	0.00059	1.5e-05
232.9	0.336	0.00055	1.4e-05
246.4	0.355	0.0005	1.4e-05
261.8	0.377	0.00046	1.3e-05
277.2	0.399	0.00041	1.1e-05
292.6	0.422	0.00038	8.9e-06
308.0	0.444	0.00034	8.1e-06
325.3	0.469	0.00031	8e-06
344.6	0.497	0.00029	6.8e-06
363.8	0.524	0.00026	6.7e-06
383.0	0.552	0.00024	7e-06
404.2	0.583	0.00022	7e-06
427.3	0.616	0.0002	6.6e-06
450.4	0.649	0.00018	6.2e-06
473.5	0.682	0.00017	5.8e-06
498.6	0.718	0.00015	5.8e-06
525.5	0.757	0.00014	5.9e-06
554.4	0.799	0.00013	6e-06
585.2	0.843	0.00011	5.9e-06
633.6	0.913	9.8e-05	5.3e-06
