3.1	0.004	0.015	0.0011
7.6	0.010	0.011	0.0006
12.5	0.017	0.0089	0.00039
17.4	0.023	0.0078	0.00025
22.4	0.030	0.007	0.00017
27.3	0.036	0.0064	0.00014
32.3	0.043	0.006	0.00011
37.2	0.049	0.0056	8.8e-05
42.2	0.056	0.0052	8.5e-05
47.2	0.063	0.0049	9.6e-05
52.1	0.069	0.0047	9.8e-05
57.1	0.076	0.0044	8.5e-05
62.0	0.082	0.0041	7.2e-05
67.0	0.089	0.0039	6.8e-05
71.9	0.095	0.0036	6.7e-05
76.9	0.102	0.0034	6.1e-05
81.9	0.109	0.0031	5.2e-05
86.8	0.115	0.0029	4.7e-05
91.8	0.122	0.0027	5.3e-05
96.7	0.128	0.0026	6.2e-05
101.7	0.135	0.0024	6e-05
109.2	0.145	0.0022	4.5e-05
119.1	0.158	0.002	4e-05
129.0	0.171	0.0018	4.3e-05
138.9	0.184	0.0017	3.2e-05
148.8	0.198	0.0016	2.7e-05
158.8	0.211	0.0014	2.7e-05
168.7	0.224	0.0013	2.4e-05
178.6	0.237	0.0012	2.4e-05
188.5	0.250	0.0011	2.4e-05
198.4	0.263	0.0011	2e-05
210.9	0.280	0.00097	1.8e-05
225.7	0.300	0.00088	2.2e-05
240.6	0.319	0.0008	2e-05
255.5	0.339	0.00073	1.4e-05
270.4	0.359	0.00067	1.1e-05
285.3	0.379	0.00061	1.2e-05
300.1	0.398	0.00056	1.2e-05
317.5	0.421	0.00051	1.3e-05
337.4	0.448	0.00046	1e-05
357.2	0.474	0.00042	1.2e-05
377.0	0.500	0.00038	1.3e-05
396.9	0.527	0.00035	7.8e-06
419.2	0.556	0.00032	8.4e-06
444.0	0.589	0.00028	8e-06
468.8	0.622	0.00025	7.5e-06
493.6	0.655	0.00023	6.7e-06
520.9	0.691	0.0002	6.5e-06
550.7	0.731	0.00018	6.7e-06
580.4	0.770	0.00016	6.8e-06
610.2	0.810	0.00014	7.3e-06
642.4	0.853	0.00013	7.7e-06
677.2	0.899	0.00011	7.8e-06
711.9	0.945	0.0001	7.7e-06
749.1	0.994	9.4e-05	7.1e-06
