3.2	0.004	0.019	0.0016
7.9	0.010	0.011	0.00072
12.9	0.017	0.0079	0.00045
18.0	0.024	0.0063	0.00031
23.1	0.030	0.0052	0.00022
28.1	0.037	0.0044	0.00015
33.2	0.044	0.0039	0.00011
38.3	0.051	0.0035	9.8e-05
43.4	0.057	0.0032	9.6e-05
48.5	0.064	0.003	9.2e-05
53.7	0.071	0.0028	8.4e-05
58.8	0.078	0.0027	7.5e-05
63.9	0.084	0.0026	7e-05
69.0	0.091	0.0025	6.7e-05
74.1	0.098	0.0024	6.4e-05
79.2	0.105	0.0023	6.2e-05
84.3	0.112	0.0022	6.2e-05
89.4	0.118	0.0021	6.1e-05
94.5	0.125	0.002	5.8e-05
99.6	0.132	0.0019	5.4e-05
104.7	0.139	0.0017	4.8e-05
112.4	0.149	0.0016	4.3e-05
122.6	0.162	0.0015	3.8e-05
132.8	0.176	0.0014	3.5e-05
143.0	0.189	0.0013	3.6e-05
153.2	0.203	0.0012	3.8e-05
163.5	0.216	0.0011	3.2e-05
173.7	0.230	0.001	2.5e-05
183.9	0.243	0.00099	2.6e-05
194.1	0.257	0.00093	2.5e-05
204.3	0.270	0.00089	2.2e-05
217.1	0.287	0.00085	2e-05
232.4	0.307	0.0008	2e-05
247.7	0.328	0.00075	2e-05
263.0	0.348	0.00071	1.8e-05
278.4	0.368	0.00068	1.6e-05
293.7	0.389	0.00064	1.6e-05
309.0	0.409	0.0006	1.5e-05
326.9	0.432	0.00054	1.4e-05
347.3	0.460	0.00047	1.2e-05
367.8	0.487	0.00041	1.1e-05
388.2	0.514	0.00036	1.1e-05
408.6	0.541	0.00032	1.1e-05
431.6	0.571	0.00028	9.8e-06
457.1	0.605	0.00025	7.5e-06
482.7	0.639	0.00022	8.4e-06
508.2	0.672	0.0002	9.6e-06
536.3	0.710	0.00018	8.1e-06
566.9	0.750	0.00017	8e-06
597.6	0.791	0.00015	8.5e-06
628.2	0.831	0.00014	8.6e-06
661.4	0.875	0.00013	8.5e-06
699.8	0.926	0.00011	7.9e-06
