4.9	0.005	0.17	0.0044
12.1	0.013	0.075	0.0012
19.8	0.021	0.043	0.00068
27.6	0.030	0.026	0.0009
35.5	0.038	0.019	0.00068
43.3	0.046	0.016	0.00046
51.1	0.055	0.014	0.00049
59.0	0.063	0.013	0.0004
66.8	0.072	0.011	0.00034
74.7	0.080	0.0097	0.00033
82.5	0.089	0.0087	0.00029
90.4	0.097	0.0077	0.00025
98.2	0.105	0.0065	0.00024
106.1	0.114	0.0052	0.00026
114.0	0.122	0.0044	0.00024
121.8	0.131	0.0042	0.00019
129.7	0.139	0.0042	0.00019
137.5	0.148	0.0042	0.00019
145.4	0.156	0.0041	0.00017
153.2	0.164	0.0038	0.00017
161.1	0.173	0.0035	0.00015
172.9	0.186	0.0031	0.00011
188.6	0.202	0.0027	9.4e-05
204.3	0.219	0.0024	9.1e-05
220.1	0.236	0.0023	8.2e-05
235.8	0.253	0.0021	6.6e-05
251.5	0.270	0.0018	7.4e-05
267.2	0.287	0.0016	7.3e-05
282.9	0.304	0.0014	6.3e-05
298.6	0.320	0.0013	5.1e-05
314.3	0.337	0.0013	5e-05
334.0	0.358	0.0011	4e-05
357.6	0.384	0.00087	3.5e-05
381.1	0.409	0.00082	3.4e-05
404.7	0.434	0.00076	3e-05
428.3	0.460	0.0007	2.8e-05
451.8	0.485	0.00063	2.7e-05
475.4	0.510	0.00052	2.1e-05
502.9	0.540	0.00043	1.9e-05
534.4	0.573	0.00041	1.7e-05
565.8	0.607	0.00039	1.7e-05
597.2	0.641	0.00032	1.6e-05
628.6	0.675	0.00027	1.5e-05
664.0	0.713	0.00025	1.6e-05
703.3	0.755	0.00023	1.2e-05
742.6	0.797	0.00021	1.2e-05
781.8	0.839	0.00018	1.2e-05
825.1	0.885	0.00014	9.9e-06
872.2	0.936	0.00011	1.1e-05
919.4	0.987	9.1e-05	1.2e-05
966.5	1.037	7.7e-05	1.3e-05
1017.6	1.092	6.7e-05	1.3e-05
