3.3	0.004	0.068	0.0036
8.1	0.010	0.032	0.00083
13.2	0.016	0.021	0.0005
18.5	0.022	0.015	0.00032
23.7	0.028	0.011	0.00036
28.9	0.034	0.0083	0.00033
34.2	0.041	0.0063	0.0002
39.4	0.047	0.0049	0.0002
44.6	0.053	0.004	0.00017
49.9	0.059	0.0035	0.00017
55.1	0.065	0.0033	0.00016
60.4	0.072	0.0032	0.00015
65.6	0.078	0.0031	0.00014
70.9	0.084	0.003	0.00013
76.1	0.090	0.0028	0.00017
81.3	0.097	0.0027	0.00012
86.6	0.103	0.0026	0.00013
91.8	0.109	0.0025	0.00013
97.1	0.115	0.0024	9.9e-05
102.3	0.122	0.0024	0.00015
107.6	0.128	0.0023	0.00012
115.5	0.137	0.0021	0.00011
126.0	0.150	0.0019	6.3e-05
136.5	0.162	0.0016	7e-05
147.0	0.175	0.0014	5.8e-05
157.4	0.187	0.0013	5.5e-05
167.9	0.199	0.0013	4.8e-05
178.4	0.212	0.0013	4.4e-05
188.9	0.224	0.0012	4.2e-05
199.4	0.237	0.0012	3.9e-05
209.9	0.249	0.0011	3.6e-05
223.1	0.265	0.001	3.8e-05
238.8	0.284	0.00091	3.1e-05
254.5	0.302	0.00081	2.8e-05
270.3	0.321	0.00072	2.8e-05
286.0	0.340	0.00067	2.4e-05
301.7	0.358	0.00061	1.7e-05
317.5	0.377	0.00055	2.5e-05
335.9	0.399	0.00049	1.7e-05
356.9	0.424	0.00043	2.2e-05
377.8	0.449	0.00038	1.2e-05
398.8	0.474	0.00034	1.9e-05
419.8	0.499	0.00032	1.1e-05
443.4	0.527	0.0003	9.7e-06
469.7	0.558	0.00029	1e-05
495.9	0.589	0.00028	8.9e-06
522.1	0.620	0.00027	8.7e-06
551.0	0.654	0.00025	8.9e-06
582.5	0.692	0.00023	9.5e-06
614.0	0.729	0.00021	7.8e-06
645.4	0.766	0.00019	8.4e-06
679.6	0.807	0.00018	8e-06
716.3	0.851	0.00016	5.9e-06
753.0	0.894	0.00015	5.7e-06
792.4	0.941	0.00015	6.3e-06
834.4	0.991	0.00014	6.5e-06
879.0	1.044	0.00012	7.7e-06
926.2	1.100	0.00011	9.1e-06
976.1	1.159	0.0001	1e-05
1028.5	1.221	9.1e-05	9.9e-06
