6.2	0.007	0.0047	0.00054
12.5	0.014	0.0036	0.00032
17.4	0.019	0.0032	0.00024
22.4	0.025	0.003	0.00019
27.3	0.030	0.0027	0.00016
32.3	0.036	0.0026	0.00013
37.2	0.041	0.0024	0.00012
42.2	0.047	0.0023	0.00011
47.2	0.052	0.0022	0.0001
52.1	0.058	0.0021	9.5e-05
57.1	0.063	0.002	8.6e-05
62.0	0.069	0.002	7.6e-05
67.0	0.074	0.0019	6.7e-05
71.9	0.080	0.0018	5.9e-05
76.9	0.085	0.0018	5.5e-05
81.9	0.091	0.0017	5.6e-05
86.8	0.096	0.0017	6e-05
91.8	0.102	0.0016	6.4e-05
96.7	0.107	0.0016	6.6e-05
101.7	0.113	0.0015	6.4e-05
109.2	0.121	0.0015	5.8e-05
119.1	0.132	0.0014	4.6e-05
129.0	0.143	0.0013	3.6e-05
138.9	0.154	0.0013	3.2e-05
148.8	0.165	0.0012	3.3e-05
158.8	0.176	0.0012	3.5e-05
168.7	0.187	0.0011	3.3e-05
178.6	0.198	0.0011	2.9e-05
188.5	0.209	0.0011	2.6e-05
198.4	0.220	0.001	2.4e-05
210.9	0.234	0.00098	2.5e-05
225.7	0.251	0.00094	2.5e-05
240.6	0.267	0.00089	2.3e-05
255.5	0.284	0.00085	2.2e-05
270.4	0.300	0.0008	1.9e-05
285.3	0.317	0.00074	1.8e-05
300.1	0.333	0.00069	1.5e-05
317.5	0.353	0.00064	1.3e-05
337.4	0.375	0.00059	1.2e-05
357.2	0.397	0.00055	1.3e-05
377.0	0.419	0.00052	1.3e-05
396.9	0.441	0.00049	1.1e-05
419.2	0.465	0.00047	9.5e-06
444.0	0.493	0.00044	9.8e-06
468.8	0.521	0.00041	8.8e-06
493.6	0.548	0.00039	7.5e-06
520.9	0.578	0.00036	7e-06
550.7	0.611	0.00032	7.5e-06
580.4	0.644	0.00029	6.5e-06
610.2	0.678	0.00027	6.1e-06
642.4	0.713	0.00024	6.2e-06
677.2	0.752	0.00021	5.7e-06
711.9	0.790	0.00019	6e-06
749.1	0.832	0.00017	6.8e-06
788.8	0.876	0.00015	6.9e-06
841.0	0.934	0.00013	6.1e-06
