5.2	0.005	0.0098	0.00079
12.6	0.012	0.0082	0.00048
20.7	0.020	0.0074	0.00035
28.8	0.028	0.0069	0.00026
37.0	0.035	0.0065	0.0002
45.1	0.043	0.0062	0.00015
53.3	0.051	0.0059	0.00012
61.5	0.059	0.0057	0.00011
69.7	0.067	0.0054	0.0001
77.9	0.075	0.0051	0.0001
86.1	0.082	0.0049	9.2e-05
94.3	0.090	0.0046	8.1e-05
102.4	0.098	0.0044	7.4e-05
110.6	0.106	0.0041	7.2e-05
118.8	0.114	0.0039	7.1e-05
127.0	0.122	0.0037	6.9e-05
135.2	0.129	0.0035	6.3e-05
143.4	0.137	0.0033	6.2e-05
151.6	0.145	0.0031	6.4e-05
159.8	0.153	0.003	6.5e-05
168.0	0.161	0.0028	6.1e-05
180.3	0.172	0.0027	4.5e-05
196.7	0.188	0.0025	4.8e-05
213.1	0.204	0.0023	5e-05
229.4	0.220	0.0022	3.6e-05
245.8	0.235	0.0021	4.3e-05
262.2	0.251	0.0019	3.2e-05
278.6	0.267	0.0018	2.6e-05
295.0	0.282	0.0017	2.9e-05
311.3	0.298	0.0015	2.8e-05
327.7	0.314	0.0014	2.4e-05
348.3	0.333	0.0012	2.2e-05
372.8	0.357	0.001	1.7e-05
397.4	0.380	0.0009	2e-05
422.0	0.404	0.00077	1.6e-05
446.5	0.427	0.00066	1.4e-05
471.1	0.451	0.00058	1.4e-05
495.7	0.474	0.00051	1.3e-05
524.4	0.502	0.00045	1.3e-05
557.2	0.533	0.0004	9.3e-06
589.9	0.564	0.00036	9.4e-06
622.7	0.596	0.00032	9.3e-06
655.4	0.627	0.00029	8.1e-06
692.4	0.662	0.00026	7.8e-06
733.3	0.702	0.00023	5.8e-06
774.3	0.741	0.0002	7.5e-06
815.2	0.780	0.00018	8.3e-06
860.3	0.823	0.00015	6.5e-06
909.5	0.870	0.00013	6.8e-06
958.6	0.917	0.00012	7.4e-06
1007.7	0.964	0.0001	7.8e-06
1061.0	1.015	8.9e-05	7.9e-06
1118.4	1.070	7.8e-05	7.2e-06
